CLASS,PLATE,MJD,FIBERID
20,1703,53799,239
20,469,51913,508
20,2098,53460,259
20,1818,54539,477
20,385,51783,500
20,571,52286,70
20,1792,54270,536
20,2151,54523,293
20,1922,53315,589
20,1236,52751,485
20,2484,54144,134
20,1369,53089,254
20,786,52319,111
20,1024,52826,593
20,2287,53705,53
20,1678,53433,100
20,1016,52759,566
20,903,52400,19
20,1773,53112,592
20,2280,53680,475
20,1762,53415,528
20,696,52209,271
20,2011,53499,387
20,1008,52707,203
20,2583,54095,627
20,1191,52674,461
20,1062,52619,243
20,1997,53442,326
20,271,51883,74
20,1350,52786,150
20,335,52000,511
20,2025,53431,22
20,2955,54562,270
20,2284,53708,455
20,1782,53299,359
20,1108,53227,478
20,2489,53857,507
20,855,52375,28
20,876,52669,437
20,1565,53002,291
20,1701,53142,68
20,891,52584,211
20,983,52443,564
20,1234,52724,586
20,1826,53499,104
20,2754,54240,129
20,1723,53905,222
20,2217,53794,184
20,2581,54085,348
20,2527,54569,311
20,570,52266,179
20,2531,54572,184
20,1800,53884,513
20,394,51913,223
20,732,52221,555
20,526,52312,124
20,674,52201,12
20,1755,53386,136
20,1313,52790,429
20,2244,53795,254
20,1379,53084,139
20,560,52296,606
20,301,51942,226
20,2530,53881,144
20,2130,53881,461
20,1071,52641,38
20,454,51908,50
20,1937,53388,320
20,2229,53823,197
20,2224,53815,337
20,1686,53472,369
20,738,52521,191
20,1635,53053,453
20,1581,53149,110
20,1033,52822,362
20,1744,53055,287
20,1082,52523,484
20,545,52202,637
20,2970,54589,69
20,1678,53433,31
20,647,52553,160
20,505,52317,360
20,1176,52791,216
20,750,52235,592
20,2098,53460,503
20,2144,53770,201
20,2884,54526,447
20,1612,53149,586
20,1603,53119,380
20,1391,52817,467
20,1654,53498,387
20,1194,52703,414
20,1403,53227,186
20,914,52721,419
20,712,52199,106
20,864,52320,204
20,1103,52873,550
20,1028,52884,598
20,427,51900,38
20,1467,53115,579
20,1224,52765,176
20,495,51988,357
20,2214,53794,368
20,1504,52940,380
20,2886,54498,533
20,1670,54553,469
20,964,52646,514
20,2493,54115,311
20,1351,52790,127
20,2035,53436,414
20,1022,52524,25
20,1267,52932,621
20,714,52201,556
20,606,52365,254
20,1208,52672,374
20,2783,54524,578
20,778,54525,497
20,304,51609,211
20,843,52378,1
20,1072,52643,616
20,2643,54208,418
20,2577,54086,122
20,2771,54527,32
20,964,52646,500
20,1022,52524,31
20,2242,54153,194
20,1751,53377,339
20,2139,53878,582
20,921,52380,350
20,2572,54056,611
20,1373,53063,498
20,2491,53855,481
20,485,51909,306
20,1460,53138,26
20,959,52411,332
20,2212,53789,547
20,903,52400,25
20,1103,52873,544
20,1047,52733,43
20,1206,52670,85
20,1053,52468,146
20,2616,54499,88
20,1828,53504,370
20,589,52055,545
20,410,51877,407
20,1353,53083,636
20,817,52381,199
20,2650,54505,516
20,282,51658,37
20,841,52375,487
20,410,51877,361
20,904,52381,466
20,1386,53116,298
20,2116,53854,102
20,1045,52725,394
20,2212,53789,221
20,380,51792,495
20,1424,52912,24
20,1703,53799,577
20,2271,53726,460
20,281,51614,1
20,1375,53084,56
20,751,52251,320
20,590,52057,340
20,1869,53327,115
20,633,52079,58
20,921,52380,436
20,818,52395,258
20,2224,53815,323
20,1924,53330,250
20,802,52289,450
20,1160,52674,109
20,2115,53535,414
20,2619,54506,561
20,2035,53436,366
20,1177,52824,84
20,2439,53795,123
20,1295,52934,137
20,783,52325,43
20,1869,53327,12
20,2155,53820,15
20,526,52312,118
20,2001,53493,531
20,1814,54555,114
20,1026,52558,392
20,449,51900,269
20,2649,54212,596
20,651,52141,204
20,712,52199,113
20,1935,53387,581
20,1948,53388,612
20,354,51792,383
20,1401,53144,220
20,632,52071,593
20,1160,52674,58
20,1085,52531,194
20,1213,52972,238
20,1683,53436,173
20,1060,52636,328
20,2279,53708,409
20,2776,54554,101
20,1195,52724,193
20,1879,54478,188
20,2159,54328,77
20,1221,52751,41
20,506,52022,508
20,1207,52672,484
20,1459,53117,451
20,381,51811,207
20,611,52055,226
20,2375,53770,112
20,418,51817,70
20,1023,52818,25
20,1744,53055,292
20,1567,53172,76
20,2606,54154,269
20,294,51986,636
20,327,52294,42
20,1780,53090,475
20,1932,53350,548
20,451,51908,603
20,679,52177,581
20,751,52251,321
20,1681,53172,363
20,432,51884,204
20,462,51909,311
20,1401,53144,546
20,1240,52734,432
20,2529,54585,211
20,2954,54561,431
20,602,52072,195
20,2212,53789,220
20,1430,53002,116
20,904,52381,467
20,329,52056,132
20,2170,53875,366
20,628,52083,211
20,387,51791,396
20,1165,52703,155
20,881,52368,1
20,1811,53533,570
20,769,54530,122
20,1995,53415,170
20,1502,53741,128
20,1240,52734,426
20,1704,53178,169
20,1494,52937,461
20,436,51883,494
20,917,52400,36
20,1430,53002,102
20,348,51671,445
20,904,52381,473
20,1368,53084,293
20,1704,53178,73
20,1571,53174,375
20,1159,52669,275
20,1990,53472,576
20,606,52365,527
20,998,52750,78
20,570,52266,150
20,1437,53046,110
20,1655,53523,167
20,1981,53463,394
20,1004,52723,397
20,658,52146,178
20,349,51699,59
20,1351,52790,640
20,980,52431,616
20,2366,53741,233
20,2096,53446,572
20,637,52174,445
20,728,52520,10
20,553,51999,360
20,2229,53823,196
20,2510,53877,345
20,1416,52875,301
20,876,52669,378
20,2226,53819,469
20,685,52203,616
20,2782,54592,492
20,2507,53876,19
20,2615,54483,453
20,397,51794,189
20,1560,53317,271
20,304,51609,204
20,2020,53431,112
20,1971,53472,378
20,884,52374,215
20,912,52427,55
20,1323,52797,422
20,647,52553,607
20,684,52523,42
20,542,51993,533
20,1990,53472,210
20,1426,52993,628
20,1240,52734,340
20,1093,52591,562
20,441,51868,359
20,933,52642,391
20,1732,53501,137
20,831,52294,429
20,459,51924,587
20,2507,53876,31
20,291,51928,9
20,1667,53430,469
20,974,52427,64
20,606,52365,269
20,1876,54464,475
20,1326,52764,256
20,457,51901,434
20,835,52326,161
20,847,52426,125
20,1231,52725,348
20,2496,54178,75
20,1845,54144,506
20,1706,53442,88
20,1336,52759,183
20,847,52426,39
20,1793,53883,544
20,2574,54084,76
20,830,52293,117
20,1922,53315,588
20,1058,52520,237
20,2110,53467,41
20,2081,53357,507
20,2150,54510,330
20,1342,52793,153
20,2373,53768,122
20,2778,54539,479
20,2579,54068,494
20,897,52605,247
20,909,52379,392
20,498,51984,72
20,433,51873,323
20,815,52374,54
20,1790,53876,58
20,1376,53089,198
20,1279,52736,494
20,398,51789,115
20,487,51943,167
20,283,51959,399
20,876,52669,436
20,851,52376,623
20,913,52433,465
20,591,52022,57
20,1686,53472,340
20,1073,52649,336
20,2213,53792,506
20,696,52209,502
20,1348,53084,356
20,385,51783,30
20,1555,53287,165
20,491,51942,622
20,1319,52791,264
20,2499,54176,399
20,453,51915,373
20,517,52024,631
20,1037,52878,99
20,1937,53388,335
20,454,51908,45
20,2013,53818,145
20,590,52057,369
20,2000,53495,235
20,1561,53032,639
20,1715,54212,268
20,375,52140,487
20,542,51993,269
20,377,52145,41
20,707,52177,378
20,1443,53055,166
20,966,52642,476
20,884,52374,229
20,490,51929,363
20,1398,53146,420
20,1818,54539,476
20,1016,52759,573
20,2766,54242,252
20,2769,54527,168
20,829,52296,587
20,1401,53144,208
20,1194,52703,429
20,1369,53089,241
20,914,52721,424
20,1297,52963,361
20,1750,53358,56
20,2512,53877,164
20,2572,54056,638
20,1164,52674,525
20,2437,53848,419
20,2128,53800,267
20,1497,52886,171
20,892,52378,229
20,1334,52764,463
20,571,52286,584
20,1680,53171,537
20,1065,52586,338
20,2583,54095,632
20,2648,54485,570
20,2787,54552,404
20,865,52323,54
20,1719,53876,67
20,1304,52993,245
20,1577,53495,546
20,523,52026,82
20,1846,54173,262
20,2224,53815,487
20,827,52312,445
20,1035,52816,130
20,2296,53735,205
20,2235,53847,151
20,1268,52933,315
20,1025,53239,274
20,960,52425,340
20,2269,53711,397
20,814,52443,475
20,936,52705,59
20,1510,52992,436
20,1403,53227,150
20,1425,52913,251
20,1834,54562,217
20,589,52055,587
20,297,51959,439
20,1000,52643,637
20,1053,52468,184
20,2504,54179,257
20,363,51989,559
20,2500,54178,327
20,1574,53476,516
20,1314,53050,522
20,411,51817,121
20,1957,53415,494
20,1646,53498,216
20,2521,54538,261
20,678,52884,576
20,2431,53818,88
20,686,52519,166
20,2492,54178,172
20,607,52368,278
20,2113,53468,333
20,1718,53850,476
20,2499,54176,372
20,962,52620,113
20,283,51959,366
20,1795,54507,412
20,594,52045,443
20,1635,53053,485
20,1101,52621,462
20,1459,53117,492
20,905,52643,288
20,1156,52641,499
20,2762,54533,135
20,1697,53142,128
20,2492,54178,41
20,1453,53084,459
20,2142,54208,349
20,2087,53415,274
20,1746,53062,507
20,1691,53260,28
20,2780,54557,380
20,1275,52996,220
20,1879,54478,639
20,475,51965,144
20,1993,53762,235
20,1036,52582,146
20,915,52443,60
20,2359,53826,67
20,1584,52943,294
20,1353,53083,186
20,2504,54179,525
20,632,52071,222
20,1823,53886,272
20,1081,52531,546
20,1741,53052,418
20,1372,53062,61
20,1875,54453,305
20,280,51612,50
20,2173,53874,366
20,1169,52753,132
20,678,52884,204
20,794,52376,100
20,1085,52531,143
20,1330,52822,479
20,1803,54152,448
20,1033,52822,4
20,545,52202,193
20,2531,54572,608
20,957,52398,612
20,475,51965,622
20,1371,52821,258
20,2662,54505,218
20,2782,54592,451
20,2217,53794,608
20,631,52079,180
20,837,52642,450
20,1793,53883,587
20,1378,53061,324
20,2576,54086,105
20,1773,53112,550
20,701,52179,443
20,1291,52738,522
20,1174,52782,45
20,2766,54242,285
20,2513,54141,148
20,1019,52707,142
20,2440,53818,212
20,727,52207,549
20,509,52374,527
20,1827,53531,596
20,2495,54175,29
20,2109,53468,378
20,291,51928,527
20,1310,53033,283
20,1292,52736,612
20,881,52368,374
20,1038,52673,246
20,964,52646,298
20,1088,52929,146
20,526,52312,19
20,2490,54179,626
20,1002,52646,221
20,2651,54507,187
20,933,52642,80
20,1164,52674,78
20,2785,54537,249
20,1850,53786,87
20,1879,54478,611
20,468,51912,44
20,379,51789,71
20,1270,52991,455
20,2647,54495,242
20,460,51924,168
20,399,51817,24
20,1095,52521,225
20,1083,52520,574
20,1172,52759,302
20,1342,52793,190
20,477,52026,81
20,2597,54231,253
20,1808,54176,308
20,1024,52826,223
20,2287,53705,116
20,1414,53135,277
20,1958,53385,594
20,1095,52521,231
20,489,51930,272
20,2494,54174,46
20,2239,53726,281
20,2342,53742,195
20,902,52409,259
20,2223,53793,575
20,934,52672,517
20,556,51991,143
20,374,51791,434
20,855,52375,454
20,804,52286,623
20,424,51893,538
20,2762,54533,109
20,2292,53713,170
20,2156,54525,12
20,2142,54208,375
20,1770,53171,418
20,2100,53713,10
20,998,52750,87
20,1044,52468,351
20,796,52401,33
20,886,52381,583
20,747,52234,582
20,456,51910,17
20,551,51993,334
20,740,52263,321
20,2644,54210,427
20,1871,53384,490
20,440,51885,3
20,454,51908,234
20,2292,53713,616
20,1294,52753,472
20,2199,53556,520
20,1458,53119,597
20,967,52636,561
20,1310,53033,297
20,2432,54052,185
20,491,51942,187
20,1717,53883,183
20,291,51928,533
20,652,52138,111
20,1793,53883,593
20,990,52465,374
20,960,52425,368
20,514,51994,252
20,2134,53876,170
20,1842,53501,31
20,599,52317,282
20,931,52619,335
20,279,51984,150
20,1773,53112,544
20,1950,53436,474
20,2766,54242,291
20,1091,52902,101
20,2286,53700,71
20,770,52282,549
20,1850,53786,618
20,1157,52643,551
20,2432,54052,36
20,1948,53388,376
20,1869,53327,316
20,266,51630,407
20,712,52199,477
20,1282,52759,89
20,816,52379,166
20,949,52427,527
20,2167,53889,598
20,1360,53033,280
20,2510,53877,153
20,876,52669,608
20,1736,53052,96
20,1038,52673,26
20,568,52254,522
20,1460,53138,134
20,750,52235,10
20,1835,54563,39
20,591,52022,284
20,911,52426,265
20,2581,54085,177
20,1779,53089,172
20,543,52017,504
20,2788,54553,327
20,1338,52765,609
20,922,52426,202
20,1072,52643,415
20,1802,53885,9
20,2616,54499,623
20,639,52146,213
20,568,52254,244
20,2774,54534,423
20,1068,52614,366
20,1237,52762,51
20,2772,54529,218
20,1983,53442,120
20,2438,54056,303
20,1583,52941,236
20,2483,53852,544
20,354,51792,181
20,2026,53711,5
20,1157,52643,237
20,769,54530,452
20,2238,54205,565
20,1838,53467,298
20,834,52316,458
20,505,52317,611
20,1987,53765,258
20,2603,54479,594
20,904,52381,103
20,271,51883,447
20,1354,52814,333
20,521,52326,152
20,537,52027,353
20,1708,53503,625
20,2009,53904,215
20,2361,53762,90
20,1831,54557,291
20,1933,53381,69
20,2116,53854,473
20,1598,53033,270
20,873,52674,84
20,2132,53493,320
20,2501,54084,365
20,1026,52558,184
20,845,52381,294
20,1233,52734,178
20,946,52407,508
20,1295,52934,446
20,651,52141,64
20,2362,53759,220
20,1296,52962,395
20,811,52669,13
20,1765,53466,528
20,2574,54084,547
20,1936,53330,68
20,1360,53033,294
20,685,52203,372
20,555,52266,111
20,958,52410,489
20,1597,52999,73
20,761,54524,146
20,2792,54556,573
20,2882,54498,335
20,750,52235,4
20,771,52370,158
20,2531,54572,96
20,1169,52753,73
20,1230,52672,40
20,1973,53432,190
20,1720,53854,114
20,1362,53050,477
20,1357,53034,311
20,533,51994,74
20,826,52295,99
20,495,51988,632
20,575,52319,269
20,1822,53172,560
20,2883,54525,146
20,1010,52649,268
20,1781,53297,524
20,700,52199,242
20,1598,53033,516
20,1398,53146,178
20,1361,53047,340
20,1036,52582,387
20,2954,54561,627
20,581,52356,597
20,2367,53763,394
20,1014,52707,96
20,1417,53141,425
20,921,52380,621
20,2572,54056,360
20,1551,53327,299
20,723,52201,479
20,1173,52790,194
20,2369,53733,62
20,1419,53144,512
20,2774,54534,379
20,2758,54523,246
20,556,51991,396
20,1826,53499,307
20,400,51820,266
20,911,52426,259
20,535,51999,190
20,736,52221,40
20,974,52427,532
20,2756,54508,567
20,278,51900,112
20,1685,53463,181
20,2280,53680,110
20,2127,53859,616
20,2658,54502,498
20,305,51613,255
20,1398,53146,150
20,2609,54476,204
20,692,52201,511
20,1243,52930,226
20,2019,53430,507
20,2777,54554,480
20,1457,53116,3
20,544,52201,506
20,1505,52941,407
20,1340,52781,288
20,1208,52672,39
20,1405,52826,395
20,566,52238,249
20,2507,53876,181
20,702,52178,133
20,507,52353,585
20,1290,52734,278
20,726,52226,90
20,1941,53386,357
20,541,51959,25
20,2607,54184,361
20,410,51877,638
20,946,52407,520
20,706,52199,314
20,1645,53172,510
20,1591,52976,612
20,525,52295,621
20,2371,53762,61
20,1936,53330,128
20,1011,52652,228
20,782,52320,61
20,1217,52672,77
20,453,51915,603
20,1366,53063,9
20,526,52312,455
20,870,52325,635
20,298,51955,463
20,2125,53795,423
20,1997,53442,131
20,2594,54177,205
20,1351,52790,318
20,391,51782,529
20,953,52411,552
20,583,52055,325
20,2149,54509,11
20,1650,53174,210
20,2428,53801,332
20,2352,53770,366
20,1405,52826,381
20,1933,53381,55
20,1588,52965,204
20,1674,53464,126
20,2789,54555,422
20,497,51989,600
20,623,52051,496
20,739,52520,602
20,1768,53442,12
20,1198,52669,21
20,770,52282,207
20,1193,52652,455
20,847,52426,333
20,603,52056,54
20,2107,53786,176
20,938,52708,133
20,327,52294,262
20,909,52379,184
20,1776,53858,613
20,1423,53167,281
20,1225,52760,69
20,2116,53854,329
20,1818,54539,112
20,2607,54184,413
20,604,52079,502
20,754,52232,129
20,1210,52701,390
20,1505,52941,413
20,2106,53714,401
20,583,52055,443
20,1782,53299,628
20,1419,53144,506
20,2762,54533,68
20,2093,53818,434
20,2092,53460,377
20,312,51689,312
20,2171,53557,215
20,487,51943,371
20,2369,53733,105
20,2642,54232,95
20,815,52374,356
20,674,52201,247
20,570,52266,385
20,703,52209,419
20,447,51877,301
20,1624,53386,87
20,2437,53848,196
20,1228,52728,331
20,849,52439,16
20,2222,53799,530
20,2217,53794,378
20,283,51959,164
20,1390,53142,45
20,1035,52816,454
20,2611,54477,282
20,1807,54175,75
20,1178,52825,399
20,539,52017,414
20,1028,52884,85
20,2487,53852,182
20,1017,52706,121
20,2123,53793,242
20,399,51817,558
20,1434,53053,50
20,2358,53797,610
20,2196,53534,616
20,875,52354,538
20,2501,54084,96
20,2508,53875,34
20,2743,54259,249
20,1216,52709,363
20,1029,52912,536
20,909,52379,609
20,1000,52643,435
20,1870,53383,384
20,1190,52670,260
20,388,51793,210
20,464,51908,68
20,596,52370,30
20,1695,53473,230
20,1658,53240,561
20,1277,52765,261
20,1557,53301,440
20,1403,53227,352
20,1642,53115,492
20,2269,53711,195
20,661,52163,6
20,1741,53052,168
20,2124,53770,171
20,2376,53770,117
20,2762,54533,445
20,1947,53431,622
20,976,52413,84
20,303,51615,420
20,1810,53794,224
20,646,52523,122
20,956,52401,171
20,889,52663,601
20,2479,54174,477
20,579,52338,534
20,1985,53431,311
20,939,52636,402
20,2750,54242,414
20,1158,52668,518
20,2761,54534,414
20,2429,53799,289
20,2109,53468,152
20,2154,54539,605
20,1237,52762,86
20,480,51989,364
20,956,52401,165
20,2665,54232,445
20,1611,53147,310
20,957,52398,410
20,512,51992,180
20,1372,53062,5
20,587,52026,453
20,2372,53768,474
20,2502,54180,109
20,907,52373,383
20,872,52339,181
20,1805,53875,66
20,917,52400,494
20,2947,54533,81
20,2371,53762,360
20,1264,52707,506
20,404,51812,286
20,2289,53708,437
20,521,52326,191
20,2953,54560,550
20,675,52590,126
20,1642,53115,486
20,1408,52822,7
20,2097,53491,604
20,1722,53852,358
20,1028,52884,91
20,766,52247,94
20,2006,53476,444
20,1619,53084,457
20,1708,53503,180
20,838,52378,573
20,1361,53047,383
20,1036,52582,344
20,2481,54086,402
20,1239,52760,337
20,656,52148,203
20,1167,52738,180
20,957,52398,376
20,498,51984,139
20,1825,53504,448
20,2362,53759,585
20,2147,53491,177
20,1599,53089,168
20,2518,54243,616
20,684,52523,363
20,378,52146,304
20,1722,53852,370
20,1601,53115,151
20,1726,53137,174
20,2342,53742,383
20,330,52370,374
20,614,53437,375
20,339,51692,179
20,602,52072,368
20,1710,53504,625
20,1878,54474,84
20,1311,52765,180
20,2581,54085,188
20,820,52438,561
20,766,52247,538
20,1415,52885,11
20,2532,54589,12
20,2488,54149,190
20,518,52282,338
20,783,52325,591
20,1644,53144,246
20,1452,53112,409
20,519,52283,37
20,616,52442,178
20,721,52228,218
20,592,52025,42
20,788,52338,120
20,355,51788,305
20,1807,54175,49
20,1749,53357,99
20,421,51821,196
20,1597,52999,98
20,1559,53271,554
20,1697,53142,464
20,1806,53559,589
20,1643,53143,606
20,535,51999,635
20,703,52209,343
20,333,52313,228
20,1671,53446,137
20,1104,52912,218
20,908,52373,30
20,541,51959,335
20,2750,54242,13
20,1850,53786,181
20,1169,52753,318
20,997,52734,565
20,2243,53794,320
20,1933,53381,82
20,1365,53062,121
20,2502,54180,135
20,392,51793,529
20,1406,52876,365
20,991,52707,574
20,2764,54535,581
20,1225,52760,564
20,585,52027,307
20,297,51959,613
20,2878,54465,178
20,1813,53903,66
20,531,52028,135
20,1941,53386,80
20,804,52286,347
20,1090,52903,446
20,1750,53358,525
20,2220,53795,247
20,2767,54243,259
20,2154,54539,639
20,340,51990,33
20,338,51694,126
20,956,52401,159
20,2082,53358,197
20,819,52409,494
20,772,52375,554
20,857,52314,365
20,2513,54141,438
20,389,51795,273
20,736,52221,97
20,1338,52765,184
20,687,52518,186
20,1825,53504,37
20,338,51694,640
20,2343,53735,380
20,2758,54523,291
20,894,52615,242
20,2768,54265,596
20,1716,53827,95
20,556,51991,341
20,644,52173,365
20,2168,53886,603
20,2217,53794,350
20,2484,54144,486
20,1797,54507,343
20,1306,52996,445
20,2347,53757,168
20,2372,53768,20
20,399,51817,570
20,2790,54555,134
20,1601,53115,145
20,297,51959,175
20,839,52373,533
20,1336,52759,430
20,1029,52912,278
20,1452,53112,29
20,2218,53816,1
20,890,52583,464
20,1948,53388,202
20,1157,52643,425
20,266,51630,573
20,1315,52791,52
20,2525,54569,521
20,2212,53789,156
20,309,51994,320
20,2529,54585,167
20,986,52443,595
20,942,52703,119
20,1715,54212,136
20,299,51671,25
20,1159,52669,117
20,1456,53115,306
20,1874,54452,508
20,1577,53495,195
20,1188,52650,43
20,2085,53379,310
20,2370,53764,288
20,1437,53046,272
20,970,52413,54
20,2768,54265,409
20,1263,52708,183
20,1026,52558,44
20,1672,53460,520
20,1975,53734,27
20,2222,53799,487
20,723,52201,531
20,2774,54534,557
20,1672,53460,246
20,1560,53317,44
20,1383,53116,533
20,2140,53858,228
20,2967,54584,240
20,1437,53046,514
20,1012,52649,115
20,668,52162,357
20,1814,54555,262
20,1205,52670,159
20,270,51909,579
20,946,52407,468
20,1193,52652,509
20,1490,52994,365
20,2430,53815,352
20,379,51789,451
20,1864,53313,474
20,2360,53728,101
20,2530,53881,569
20,554,52000,55
20,399,51817,389
20,722,52224,401
20,1165,52703,551
20,1518,52937,130
20,1393,52824,310
20,1627,53473,338
20,1692,53473,552
20,1730,53498,130
20,309,51994,452
20,1598,53033,304
20,2116,53854,507
20,645,52203,528
20,2098,53460,112
20,2115,53535,91
20,1703,53799,172
20,2360,53728,115
20,1811,53533,160
20,1418,53142,405
20,2289,53708,580
20,2006,53476,295
20,1991,53446,245
20,1683,53436,211
20,2666,54230,380
20,1086,52525,402
20,629,52051,25
20,1035,52816,291
20,1564,52991,77
20,840,52374,248
20,2611,54477,447
20,1566,53003,119
20,2439,53795,526
20,2286,53700,317
20,651,52141,9
20,626,52057,190
20,1655,53523,211
20,2570,54081,601
20,1239,52760,280
20,1446,53080,328
20,676,52178,593
20,377,52145,481
20,336,51999,137
20,945,52652,373
20,2483,53852,342
20,786,52319,528
20,438,51884,15
20,769,54530,254
20,970,52413,3
20,660,52177,450
20,2744,54272,49
20,1822,53172,414
20,919,52409,618
20,795,52378,398
20,1291,52738,49
20,2591,54140,580
20,1303,53050,330
20,905,52643,101
20,1679,53149,489
20,1995,53415,23
20,2274,53726,491
20,1487,52964,581
20,2768,54265,435
20,524,52027,391
20,903,52400,254
20,1921,53317,36
20,722,52224,5
20,2111,53467,140
20,403,51871,126
20,1057,52522,560
20,2023,53851,106
20,2431,53818,380
20,2772,54529,436
20,692,52201,465
20,2484,54144,525
20,1399,53172,307
20,2663,54234,350
20,560,52296,571
20,1024,52826,182
20,1616,53169,516
20,271,51883,269
20,1196,52733,288
20,2004,53737,514
20,690,52261,345
20,1443,53055,562
20,2268,53682,453
20,1298,52964,215
20,449,51900,123
20,277,51908,197
20,1027,52557,480
20,515,52051,450
20,1954,53357,459
20,492,51955,511
20,1052,52466,446
20,1436,53054,153
20,1652,53555,143
20,2758,54523,454
20,2792,54556,349
20,896,52592,77
20,2770,54510,280
20,1826,53499,515
20,1835,54563,354
20,458,51929,179
20,2241,54169,215
20,429,51820,464
20,1596,52998,462
20,1337,52767,360
20,974,52427,320
20,1059,52618,502
20,504,52316,587
20,540,51996,535
20,464,51908,322
20,434,51885,237
20,2770,54510,294
20,1738,53051,545
20,953,52411,426
20,273,51957,9
20,665,52168,343
20,1701,53142,397
20,2745,54231,195
20,394,51913,626
20,552,51992,30
20,2531,54572,581
20,2297,53738,610
20,2295,53734,629
20,2580,54092,501
20,2021,53475,452
20,2351,53786,461
20,1975,53734,302
20,1987,53765,304
20,690,52261,437
20,1949,53433,345
20,2288,53699,221
20,295,51985,314
20,305,51613,453
20,2509,54180,410
20,2617,54502,254
20,2128,53800,12
20,1027,52557,494
20,1243,52930,420
20,655,52162,430
20,993,52710,38
20,2148,54526,212
20,786,52319,514
20,1352,52819,454
20,1616,53169,502
20,1558,53271,348
20,2351,53786,307
20,987,52523,416
20,1429,52990,436
20,1087,52930,111
20,2783,54524,141
20,1357,53034,259
20,2438,54056,21
20,1325,52762,404
20,1392,52822,367
20,804,52286,596
20,1816,53919,134
20,373,51788,547
20,1059,52618,264
20,2010,53495,219
20,902,52409,107
20,631,52079,584
20,2583,54095,67
20,1092,52639,98
20,878,52353,55
20,595,52023,243
20,976,52413,238
20,815,52374,222
20,2763,54507,174
20,2112,53534,372
20,506,52022,35
20,1463,53063,328
20,1184,52641,186
20,2647,54495,108
20,1029,52912,324
20,1987,53765,489
20,2774,54534,40
20,329,52056,287
20,2519,54570,115
20,1003,52641,455
20,977,52410,322
20,2421,54153,519
20,786,52319,299
20,1622,53385,323
20,615,52347,464
20,679,52177,152
20,726,52226,465
20,1794,54504,118
20,460,51924,544
20,806,52592,491
20,1307,52999,5
20,1225,52760,438
20,386,51788,25
20,379,51789,492
20,602,52072,546
20,344,51693,256
20,2589,54174,389
20,784,52327,84
20,1400,53470,77
20,1684,53239,308
20,880,52367,466
20,518,52282,516
20,1455,53089,114
20,2146,54230,296
20,474,52000,143
20,2010,53495,594
20,2345,53757,229
20,2370,53764,539
20,579,52338,454
20,2665,54232,531
20,2161,53878,373
20,2158,54209,69
20,1815,53884,109
20,721,52228,422
20,1267,52932,595
20,300,51943,416
20,496,51988,541
20,739,52520,19
20,1221,52751,282
20,2974,54592,44
20,1035,52816,252
20,1203,52669,391
20,1042,52725,193
20,2159,54328,314
20,2225,53729,325
20,2367,53763,545
20,679,52177,146
20,2578,54093,436
20,1931,53358,75
20,1003,52641,327
20,559,52316,11
20,2270,53714,471
20,1543,53738,445
20,1069,52590,264
20,694,52209,496
20,726,52226,471
20,1409,52824,389
20,1574,53476,112
20,908,52373,506
20,414,51869,524
20,1029,52912,456
20,1428,52998,210
20,907,52373,591
20,417,51821,471
20,1706,53442,411
20,2585,54097,65
20,873,52674,432
20,1386,53116,138
20,1020,52721,168
20,2006,53476,530
20,949,52427,484
20,679,52177,620
20,2529,54585,83
20,1021,52460,405
20,853,52374,315
20,1867,53317,243
20,2948,54553,297
20,2024,53503,185
20,1168,52731,470
20,604,52079,489
20,2574,54084,396
20,2761,54534,206
20,284,51943,301
20,621,52055,324
20,1435,52996,234
20,1452,53112,555
20,919,52409,55
20,2662,54505,608
20,2244,53795,34
20,1227,52733,277
20,901,52641,159
20,1312,52781,94
20,1024,52826,141
20,390,51900,445
20,2591,54140,61
20,951,52398,432
20,2592,54178,45
20,585,52027,501
20,997,52734,377
20,794,52376,538
20,2134,53876,574
20,1590,52974,58
20,2014,53460,78
20,1853,53566,74
20,2779,54540,149
20,729,52468,84
20,378,52146,258
20,1507,53763,273
20,615,52347,9
20,1559,53271,346
20,1458,53119,193
20,504,52316,236
20,2661,54505,382
20,2520,54584,262
20,1729,53858,420
20,430,51877,110
20,2032,53815,495
20,1021,52460,54
20,1215,52725,501
20,2267,53713,425
20,2749,54241,638
20,2531,54572,556
20,476,52314,98
20,2230,53799,38
20,2591,54140,225
20,1551,53327,448
20,1873,54437,95
20,2765,54535,438
20,2211,53786,60
20,2742,54233,453
20,2129,54252,212
20,2508,53875,604
20,1027,52557,443
20,1034,52813,494
20,885,52379,600
20,559,52316,39
20,1996,53436,146
20,1618,53116,433
20,1876,54464,11
20,2575,54085,612
20,1429,52990,387
20,1420,53146,359
20,363,51989,613
20,988,52520,595
20,2789,54555,581
20,844,52378,496
20,2013,53818,596
20,1691,53260,530
20,455,51909,388
20,952,52409,228
20,1027,52557,457
20,1210,52701,541
20,1563,52941,218
20,817,52381,205
20,2618,54506,142
20,2110,53467,628
20,988,52520,581
20,2003,53442,16
20,1215,52725,273
20,968,52412,317
20,725,52258,254
20,1303,53050,481
20,1022,52524,307
20,2099,53469,57
20,2020,53431,38
20,620,52375,24
20,1038,52673,124
20,1925,53327,380
20,1263,52708,168
20,524,52027,346
20,2528,54571,154
20,2033,53476,415
20,2662,54505,634
20,464,51908,487
20,1614,53120,138
20,1809,53792,159
